,3,4,4.5,root,1
,3,4,4.5,vertex 0,1
,3,4,4.5,vertex 1,2
,3,4,4.5,vertex 2,2
,3,4,4.5,vertex 4,1
,3,4,4.5,vertex 5,3
,3,4,4.5,vertex 10,0
,3,4,4.5,vertex 11,1
,3,4,4.5,vertex 19,1
,3,4,4.5,vertex 22,0
,3,4,4.5,vertex 12,0
,3,4,4.5,vertex 6,2
,3,4,4.5,vertex 7,1
,3,4,4.5,vertex 13,3
,3,4,4.5,vertex 14,0
,3,4,4.5,vertex 15,3
,3,4,4.5,vertex 16,2
,3,4,4.5,vertex 26,0
,3,4,4.5,vertex 31,2
,3,4,4.5,vertex 34,4
,3,4,4.5,vertex 42,1
,3,4,4.5,vertex 82,2
,3,4,4.5,vertex 117,2
,3,4,4.5,vertex 152,1
,3,4,4.5,vertex 183,2
,3,4,4.5,vertex 234,3
,3,4,4.5,vertex 324,1
,3,4,4.5,vertex 365,2
,3,4,4.5,vertex 379,1
,3,4,4.5,vertex 423,0
,3,4,4.5,vertex 440,0
,3,4,4.5,vertex 332,0
,3,4,4.5,vertex 433,0
,3,4,4.5,vertex 367,2
,3,4,4.5,vertex 428,1
,3,4,4.5,vertex 498,0
,3,4,4.5,vertex 453,0
,3,4,4.5,vertex 231,4
,3,4,4.5,vertex 233,0
,3,4,4.5,vertex 259,0
,3,4,4.5,vertex 323,1
,3,4,4.5,vertex 435,0
,3,4,4.5,vertex 380,1
,3,4,4.5,vertex 425,1
,3,4,4.5,vertex 464,1
,3,4,4.5,vertex 496,0
,3,4,4.5,vertex 159,3
,3,4,4.5,vertex 172,3
,3,4,4.5,vertex 237,4
,3,4,4.5,vertex 279,1
,3,4,4.5,vertex 307,0
,3,4,4.5,vertex 281,1
,3,4,4.5,vertex 312,1
,3,4,4.5,vertex 328,1
,3,4,4.5,vertex 348,1
,3,4,4.5,vertex 388,1
,3,4,4.5,vertex 422,0
,3,4,4.5,vertex 314,1
,3,4,4.5,vertex 434,0
,3,4,4.5,vertex 354,1
,3,4,4.5,vertex 361,1
,3,4,4.5,vertex 436,0
,3,4,4.5,vertex 293,0
,3,4,4.5,vertex 346,1
,3,4,4.5,vertex 481,0
,3,4,4.5,vertex 179,0
,3,4,4.5,vertex 222,1
,3,4,4.5,vertex 232,1
,3,4,4.5,vertex 450,0
,3,4,4.5,vertex 48,3
,3,4,4.5,vertex 49,1
,3,4,4.5,vertex 50,2
,3,4,4.5,vertex 51,0
,3,4,4.5,vertex 70,1
,3,4,4.5,vertex 76,3
,3,4,4.5,vertex 80,1
,3,4,4.5,vertex 101,1
,3,4,4.5,vertex 161,1
,3,4,4.5,vertex 248,0
,3,4,4.5,vertex 86,3
,3,4,4.5,vertex 103,1
,3,4,4.5,vertex 170,1
,3,4,4.5,vertex 305,0
,3,4,4.5,vertex 133,2
,3,4,4.5,vertex 187,0
,3,4,4.5,vertex 201,1
,3,4,4.5,vertex 249,0
,3,4,4.5,vertex 169,2
,3,4,4.5,vertex 196,1
,3,4,4.5,vertex 358,1
,3,4,4.5,vertex 446,0
,3,4,4.5,vertex 290,1
,3,4,4.5,vertex 404,2
,3,4,4.5,vertex 415,0
,3,4,4.5,vertex 417,0
,3,4,4.5,vertex 94,2
,3,4,4.5,vertex 115,2
,3,4,4.5,vertex 146,0
,3,4,4.5,vertex 164,2
,3,4,4.5,vertex 260,1
,3,4,4.5,vertex 329,4
,3,4,4.5,vertex 409,0
,3,4,4.5,vertex 420,0
,3,4,4.5,vertex 467,1
,3,4,4.5,vertex 485,0
,3,4,4.5,vertex 490,0
,3,4,4.5,vertex 267,1
,3,4,4.5,vertex 292,3
,3,4,4.5,vertex 393,1
,3,4,4.5,vertex 486,0
,3,4,4.5,vertex 449,0
,3,4,4.5,vertex 468,0
