,3,4,4.5,root,40
,3,4,4.5,0 0 coordinates,0
,3,4,4.5,0 1 coordinates,0
,3,4,4.5,0 2 coordinates,0
,3,4,4.5,0 3 coordinates,0
,3,4,4.5,0 4 coordinates,0
,3,4,4.5,0 5 coordinates,0
,3,4,4.5,0 6 coordinates,0
,3,4,4.5,0 7 coordinates,0
,3,4,4.5,0 8 coordinates,0
,3,4,4.5,0 9 coordinates,40
,3,4,4.5,1 0 coordinates,0
,3,4,4.5,1 1 coordinates,0
,3,4,4.5,1 2 coordinates,0
,3,4,4.5,1 3 coordinates,0
,3,4,4.5,1 4 coordinates,0
,3,4,4.5,1 5 coordinates,0
,3,4,4.5,1 6 coordinates,0
,3,4,4.5,1 7 coordinates,0
,3,4,4.5,1 8 coordinates,0
,3,4,4.5,1 9 coordinates,30
,3,4,4.5,4 0 coordinates,0
,3,4,4.5,4 1 coordinates,0
,3,4,4.5,4 2 coordinates,0
,3,4,4.5,4 3 coordinates,0
,3,4,4.5,4 4 coordinates,0
,3,4,4.5,4 5 coordinates,0
,3,4,4.5,4 6 coordinates,0
,3,4,4.5,4 7 coordinates,0
,3,4,4.5,4 8 coordinates,0
,3,4,4.5,4 9 coordinates,40
,3,4,4.5,11 0 coordinates,0
,3,4,4.5,11 1 coordinates,0
,3,4,4.5,11 2 coordinates,0
,3,4,4.5,11 3 coordinates,0
,3,4,4.5,11 4 coordinates,0
,3,4,4.5,11 5 coordinates,0
,3,4,4.5,11 6 coordinates,0
,3,4,4.5,11 7 coordinates,0
,3,4,4.5,11 8 coordinates,0
,3,4,4.5,11 9 coordinates,10
,3,4,4.5,28 0 coordinates,0
,3,4,4.5,28 1 coordinates,0
,3,4,4.5,28 2 coordinates,0
,3,4,4.5,28 3 coordinates,0
,3,4,4.5,28 4 coordinates,0
,3,4,4.5,28 5 coordinates,0
,3,4,4.5,28 6 coordinates,0
,3,4,4.5,28 7 coordinates,0
,3,4,4.5,28 8 coordinates,0
,3,4,4.5,28 9 coordinates,10
,3,4,4.5,49 0 coordinates,0
,3,4,4.5,49 1 coordinates,0
,3,4,4.5,49 2 coordinates,0
,3,4,4.5,49 3 coordinates,0
,3,4,4.5,49 4 coordinates,0
,3,4,4.5,49 5 coordinates,0
,3,4,4.5,49 6 coordinates,0
,3,4,4.5,49 7 coordinates,0
,3,4,4.5,49 8 coordinates,0
,3,4,4.5,49 9 coordinates,0
,3,4,4.5,16 0 coordinates,0
,3,4,4.5,16 1 coordinates,0
,3,4,4.5,16 2 coordinates,0
,3,4,4.5,16 3 coordinates,0
,3,4,4.5,16 4 coordinates,0
,3,4,4.5,16 5 coordinates,0
,3,4,4.5,16 6 coordinates,0
,3,4,4.5,16 7 coordinates,0
,3,4,4.5,16 8 coordinates,0
,3,4,4.5,16 9 coordinates,30
,3,4,4.5,22 0 coordinates,0
,3,4,4.5,22 1 coordinates,0
,3,4,4.5,22 2 coordinates,0
,3,4,4.5,22 3 coordinates,0
,3,4,4.5,22 4 coordinates,0
,3,4,4.5,22 5 coordinates,0
,3,4,4.5,22 6 coordinates,0
,3,4,4.5,22 7 coordinates,0
,3,4,4.5,22 8 coordinates,0
,3,4,4.5,22 9 coordinates,0
,3,4,4.5,25 0 coordinates,0
,3,4,4.5,25 1 coordinates,0
,3,4,4.5,25 2 coordinates,0
,3,4,4.5,25 3 coordinates,0
,3,4,4.5,25 4 coordinates,0
,3,4,4.5,25 5 coordinates,0
,3,4,4.5,25 6 coordinates,0
,3,4,4.5,25 7 coordinates,0
,3,4,4.5,25 8 coordinates,0
,3,4,4.5,25 9 coordinates,40
,3,4,4.5,29 0 coordinates,0
,3,4,4.5,29 1 coordinates,0
,3,4,4.5,29 2 coordinates,0
,3,4,4.5,29 3 coordinates,0
,3,4,4.5,29 4 coordinates,0
,3,4,4.5,29 5 coordinates,0
,3,4,4.5,29 6 coordinates,0
,3,4,4.5,29 7 coordinates,0
,3,4,4.5,29 8 coordinates,0
,3,4,4.5,29 9 coordinates,0
,3,4,4.5,69 0 coordinates,0
,3,4,4.5,69 1 coordinates,0
,3,4,4.5,69 2 coordinates,0
,3,4,4.5,69 3 coordinates,0
,3,4,4.5,69 4 coordinates,0
,3,4,4.5,69 5 coordinates,0
,3,4,4.5,69 6 coordinates,0
,3,4,4.5,69 7 coordinates,0
,3,4,4.5,69 8 coordinates,0
,3,4,4.5,69 9 coordinates,0
,3,4,4.5,84 0 coordinates,0
,3,4,4.5,84 1 coordinates,0
,3,4,4.5,84 2 coordinates,0
,3,4,4.5,84 3 coordinates,0
,3,4,4.5,84 4 coordinates,0
,3,4,4.5,84 5 coordinates,0
,3,4,4.5,84 6 coordinates,0
,3,4,4.5,84 7 coordinates,0
,3,4,4.5,84 8 coordinates,0
,3,4,4.5,84 9 coordinates,0
,3,4,4.5,85 0 coordinates,0
,3,4,4.5,85 1 coordinates,0
,3,4,4.5,85 2 coordinates,0
,3,4,4.5,85 3 coordinates,0
,3,4,4.5,85 4 coordinates,0
,3,4,4.5,85 5 coordinates,0
,3,4,4.5,85 6 coordinates,0
,3,4,4.5,85 7 coordinates,0
,3,4,4.5,85 8 coordinates,0
,3,4,4.5,85 9 coordinates,0
,3,4,4.5,51 0 coordinates,0
,3,4,4.5,51 1 coordinates,0
