[3]1,572,0,0,,8
[7]2,68,0,0.6004901960784312,,2
[0]1,34,0,0,,4
[8]2,8,0,0.6875,,3
[1]1,3,0,0,,4
[9]2,1,0,0.2916666666666667,,2
[2]1,1,0,0,,0
[4]1,0,0,0,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
[12]2,1,0,1.0,,0
[2]1,3,0,0,,3
[10]2,1,0,1.0,,4
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[3]1,1,0,0,,0
[4]1,0,0,0,,0
[11]2,1,0,1.0,,0
[12]2,1,0,0.125,,8
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
|[5, 0]1|,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
|[5, 3]1|,1,0,0,,0
[4]1,2,0,0,,4
[9]2,1,0,1.0,,4
[1]1,0,0,0,,0
[2]1,1,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
[12]2,1,0,1.0,,0
[10]2,12,0,0.8715277777777778,,5
[0]1,3,0,0,,2
[8]2,2,0,1.0,,3
[1]1,1,0,0,,1
[11]2,1,0,1.0,,0
[2]1,1,0,0,,0
[4]1,0,0,0,,0
[11]2,1,0,1.0,,0
[1]1,3,0,0,,2
[8]2,2,0,0.5833333333333334,,3
[0]1,1,0,0,,0
[2]1,0,0,0,,0
[4]1,0,0,0,,0
[11]2,1,0,0.2916666666666667,,5
[0]1,1,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,0,0,0,,0
[2]1,2,0,0,,2
[8]2,0,0,0,,0
[11]2,1,0,1.0,,0
[3]1,2,0,0,,2
[8]2,1,0,1.0,,0
[11]2,1,0,1.0,,12
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
|[4, 0]1|,0,0,0,,0
|[4, 1]1|,0,0,0,,0
|[4, 2]1|,0,0,0,,0
|[4, 3]1|,0,0,0,,0
|[4, 5, 0]1|,0,0,0,,0
|[4, 5, 1]1|,1,0,0,,0
|[4, 5, 2]1|,0,0,0,,0
|[4, 5, 3]1|,0,0,0,,0
[4]1,2,0,0,,2
[8]2,1,0,1.0,,0
[11]2,1,0,1.0,,8
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[2]1,1,0,0,,0
[3]1,0,0,0,,0
|[5, 0]1|,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
|[5, 3]1|,0,0,0,,0
[11]2,4,0,0.3333333333333333,,5
[0]1,1,0,0,,3
[8]2,1,0,1.0,,0
[10]2,0,0,0,,0
[12]2,0,0,0,,0
[1]1,1,0,0,,3
[8]2,0,0,0,,0
[10]2,1,0,-0.041666666666666664,,0
[12]2,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
[4]1,1,0,0,,0
[12]2,9,0,0.6898148148148148,,21
[0]1,1,0,0,,4
[7]2,0,0,0,,0
[8]2,1,0,1.0,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
[1]1,1,0,0,,4
[7]2,0,0,0,,0
[8]2,1,0,1.0,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
[2]1,1,0,0,,4
[7]2,0,0,0,,0
[8]2,1,0,1.0,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
[3]1,1,0,0,,4
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[10]2,1,0,1.0,,0
[11]2,0,0,0,,0
|[4, 0]1|,1,0,0,,4
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[10]2,0,0,0,,0
[11]2,1,0,1.0,,0
|[4, 1]1|,1,0,0,,4
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[10]2,0,0,0,,0
[11]2,1,0,0.08333333333333333,,0
|[4, 2]1|,1,0,0,,0
|[4, 3]1|,1,0,0,,4
[7]2,0,0,0,,0
[8]2,1,0,0.041666666666666664,,0
[10]2,0,0,0,,0
[11]2,0,0,0,,0
|[4, 5]1|,1,0,0,,4
[7]2,0,0,0,,0
[8]2,0,0,0,,0
[10]2,0,0,0,,0
[11]2,1,0,0.08333333333333333,,0
|[5, 0]1|,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
|[5, 3]1|,0,0,0,,0
|[5, 4, 0]1|,0,0,0,,0
|[5, 4, 1]1|,0,0,0,,0
|[5, 4, 2]1|,0,0,0,,0
|[5, 4, 3]1|,0,0,0,,0
|[5, 4, 5, 0]1|,0,0,0,,0
|[5, 4, 5, 1]1|,0,0,0,,0
|[5, 4, 5, 2]1|,0,0,0,,0
|[5, 4, 5, 3]1|,0,0,0,,0
[4]1,34,0,0,,5
[8]2,8,0,0.53125,,2
[0]1,4,0,0,,3
[10]2,2,0,1.0,,8
[0]1,1,0,0,,1
[11]2,1,0,1.0,,0
[1]1,1,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
|[5, 0]1|,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
|[5, 3]1|,0,0,0,,0
[11]2,1,0,0.0,,8
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
|[5, 0]1|,1,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
|[5, 3]1|,0,0,0,,0
[12]2,1,0,0.25,,0
|[5, 0]1|,4,0,0,,3
[10]2,1,0,1.0,,4
[0]1,0,0,0,,0
[1]1,1,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
[11]2,1,0,1.0,,0
[12]2,1,0,-0.041666666666666664,,8
[0]1,1,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
|[5, 0]1|,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,0,0,0,,0
|[5, 3]1|,0,0,0,,0
[9]2,8,0,0.5833333333333334,,2
[0]1,4,0,0,,4
[8]2,1,0,0.0,,4
[1]1,0,0,0,,0
[2]1,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,1,0,0,,0
[10]2,1,0,1.0,,8
[0]1,0,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
|[5, 0]1|,0,0,0,,0
|[5, 1]1|,0,0,0,,0
|[5, 2]1|,1,0,0,,0
|[5, 3]1|,0,0,0,,0
[11]2,0,0,0,,0
[12]2,1,0,1.0,,0
|[5, 0]1|,4,0,0,,4
[8]2,1,0,0.2916666666666667,,2
[1]1,1,0,0,,0
[2]1,0,0,0,,0
[10]2,1,0,1.0,,4
[0]1,1,0,0,,0
[1]1,0,0,0,,0
[2]1,0,0,0,,0
[3]1,0,0,0,,0
[11]2,1,0,1.0,,0
[12]2,1,0,0.2916666666666667,,8
[0]1,0,0,0,,0
[1]1,1,0,0,,0
